ufb244	99:0:0:8:8:192:192:u30fc-vert
ufb245	99:0:0:0:0:200:200:u6ce8-ue0102
ufbc59	99:0:0:0:0:200:200:u309d
ufbc5a	99:0:0:0:0:200:200:u309e
ufbc5b	99:0:0:0:0:200:200:u30fd
ufbc5c	99:0:0:0:0:200:200:u30fe
ufbc5d	99:0:0:0:0:200:200:u3003
ufbc5e	99:0:0:0:0:200:200:u3006
ufbc5f	99:0:0:0:0:200:200:u30fc
ufbc60	99:0:0:0:0:200:200:u2260-halfwidth
ufbc61	99:0:0:0:0:200:200:u2266
ufbc62	99:0:0:0:0:200:200:u2267
ufbc63	99:0:0:0:0:200:200:u221e
ufbc64	99:0:0:0:0:200:200:u2234
ufbc65	99:0:0:0:0:200:200:u2103
ufbc66	99:0:0:0:0:200:200:u30ff
ufbc67	99:0:0:0:0:200:200:u309f
ufbc68	99:0:0:0:0:200:200:u2208
ufbc69	99:0:0:0:0:200:200:u220b
ufbc6a	99:0:0:0:0:200:200:u2286
ufbc6b	99:0:0:0:0:200:200:u2287
ufbc6c	99:0:0:0:0:200:200:u2282
ufbc6d	99:0:0:0:0:200:200:u2283
ufbc6e	99:0:0:0:0:200:200:u222a
ufbc6f	99:0:0:0:0:200:200:u2229
ufbc70	99:0:0:0:0:200:200:u2284
ufbc71	99:0:0:0:0:200:200:u2285
ufbc72	99:0:0:0:0:200:200:u228a
ufbc73	99:0:0:0:0:200:200:u228b
ufbc74	99:0:0:0:0:200:200:u2209
ufbc75	99:0:0:0:0:200:200:u2205
ufbc76	99:0:0:0:0:200:200:u2305
ufbc77	99:0:0:0:0:200:200:u2306
ufbc78	99:0:0:0:0:200:200:u2227
ufbc79	99:0:0:0:0:200:200:u2228
ufbc7a	99:0:0:0:0:200:200:u21d2
ufbc7b	99:0:0:0:0:200:200:u21d4
ufbc7c	99:0:0:0:0:200:200:u2200
ufbc7d	99:0:0:0:0:200:200:u2203
ufbc7e	99:0:0:0:0:200:200:u2295
ufbc7f	99:0:0:0:0:200:200:u2296
ufbc80	99:0:0:0:0:200:200:u2297
ufbc81	99:0:0:0:0:200:200:u2225
ufbc82	99:0:0:0:0:200:200:u2226
ufbc83	99:0:0:0:0:200:200:u2220
ufbc84	99:0:0:0:0:200:200:u22a5
ufbc85	99:0:0:0:0:200:200:u2202
ufbc86	99:0:0:0:0:200:200:u2207
ufbc87	99:0:0:0:0:200:200:u2261
ufbc88	99:0:0:0:0:200:200:u2252
ufbc89	99:0:0:0:0:200:200:u226a
ufbc8a	99:0:0:0:0:200:200:u226b
ufbc8b	99:0:0:0:0:200:200:u221a
ufbc8c	99:0:0:0:0:200:200:u223d
ufbc8d	99:0:0:0:0:200:200:u221d
ufbc8e	99:0:0:0:0:200:200:u2235
ufbc8f	99:0:0:0:0:200:200:u222b-halfwidth
ufbc90	99:0:0:0:0:200:200:u222c
ufbc91	99:0:0:0:0:200:200:u2262
ufbc92	99:0:0:0:0:200:200:u2243
ufbc93	99:0:0:0:0:200:200:u2245
ufbc94	99:0:0:0:0:200:200:u2248
ufbc95	99:0:0:0:0:200:200:u2276
ufbc96	99:0:0:0:0:200:200:u2277
ufbc97	99:0:0:0:0:200:200:u2194
ufbc98	99:0:0:0:0:200:200:u2213
ufbc99	99:0:0:0:0:200:200:u2135
ufbc9a	99:0:0:0:0:200:200:u210f
ufbc9b	99:0:0:0:0:200:200:u2127
ufbc9c	99:0:0:0:0:200:200:u30a0
ufbc9d	99:0:0:0:0:200:200:u3041
ufbc9e	99:0:0:0:0:200:200:u3042
ufbc9f	99:0:0:0:0:200:200:u3043
ufbca0	99:0:0:0:0:200:200:u3044
ufbca1	99:0:0:0:0:200:200:u3045
ufbca2	99:0:0:0:0:200:200:u3046
ufbca3	99:0:0:0:0:200:200:u3047
ufbca4	99:0:0:0:0:200:200:u3048
ufbca5	99:0:0:0:0:200:200:u3049
ufbca6	99:0:0:0:0:200:200:u304a
ufbca7	99:0:0:0:0:200:200:u304b
ufbca8	99:0:0:0:0:200:200:u304c
ufbca9	99:0:0:0:0:200:200:u304d
ufbcaa	99:0:0:0:0:200:200:u304e
ufbcab	99:0:0:0:0:200:200:u304f
ufbcac	99:0:0:0:0:200:200:u3050
ufbcad	99:0:0:0:0:200:200:u3051
ufbcae	99:0:0:0:0:200:200:u3052
ufbcaf	99:0:0:0:0:200:200:u3053
ufbcb0	99:0:0:0:0:200:200:u3054
ufbcb1	99:0:0:0:0:200:200:u3055
ufbcb2	99:0:0:0:0:200:200:u3056
ufbcb3	99:0:0:0:0:200:200:u3057
ufbcb4	99:0:0:0:0:200:200:u3058
ufbcb5	99:0:0:0:0:200:200:u3059
ufbcb6	99:0:0:0:0:200:200:u305a
ufbcb7	99:0:0:0:0:200:200:u305b
ufbcb8	99:0:0:0:0:200:200:u305c
ufbcb9	99:0:0:0:0:200:200:u305d
ufbcba	99:0:0:0:0:200:200:u305e
ufbcbb	99:0:0:0:0:200:200:u305f
ufbcbc	99:0:0:0:0:200:200:u3060
ufbcbd	99:0:0:0:0:200:200:u3061
ufbcbe	99:0:0:0:0:200:200:u3062
ufbcbf	99:0:0:0:0:200:200:u3063
ufbcc0	99:0:0:0:0:200:200:u3064
ufbcc1	99:0:0:0:0:200:200:u3065
ufbcc2	99:0:0:0:0:200:200:u3066
ufbcc3	99:0:0:0:0:200:200:u3067
ufbcc4	99:0:0:0:0:200:200:u3068
ufbcc5	99:0:0:0:0:200:200:u3069
ufbcc6	99:0:0:0:0:200:200:u306a
ufbcc7	99:0:0:0:0:200:200:u306b
ufbcc8	99:0:0:0:0:200:200:u306c
ufbcc9	99:0:0:0:0:200:200:u306d
ufbcca	99:0:0:0:0:200:200:u306e
ufbccb	99:0:0:0:0:200:200:u306f
ufbccc	99:0:0:0:0:200:200:u3070
ufbccd	99:0:0:0:0:200:200:u3071
ufbcce	99:0:0:0:0:200:200:u3072
ufbccf	99:0:0:0:0:200:200:u3073
ufbcd0	99:0:0:0:0:200:200:u3074
ufbcd1	99:0:0:0:0:200:200:u3075
ufbcd2	99:0:0:0:0:200:200:u3076
ufbcd3	99:0:0:0:0:200:200:u3077
ufbcd4	99:0:0:0:0:200:200:u3078
ufbcd5	99:0:0:0:0:200:200:u3079
ufbcd6	99:0:0:0:0:200:200:u307a
ufbcd7	99:0:0:0:0:200:200:u307b
ufbcd8	99:0:0:0:0:200:200:u307c
ufbcd9	99:0:0:0:0:200:200:u307d
ufbcda	99:0:0:0:0:200:200:u307e
ufbcdb	99:0:0:0:0:200:200:u307f
ufbcdc	99:0:0:0:0:200:200:u3080
ufbcdd	99:0:0:0:0:200:200:u3081
ufbcde	99:0:0:0:0:200:200:u3082
ufbcdf	99:0:0:0:0:200:200:u3083
ufbce0	99:0:0:0:0:200:200:u3084
ufbce1	99:0:0:0:0:200:200:u3085
ufbce2	99:0:0:0:0:200:200:u3086
ufbce3	99:0:0:0:0:200:200:u3087
ufbce4	99:0:0:0:0:200:200:u3088
ufbce5	99:0:0:0:0:200:200:u3089
ufbce6	99:0:0:0:0:200:200:u308a
ufbce7	99:0:0:0:0:200:200:u308b
ufbce8	99:0:0:0:0:200:200:u308c
ufbce9	99:0:0:0:0:200:200:u308d
ufbcea	99:0:0:0:0:200:200:u308e
ufbceb	99:0:0:0:0:200:200:u308f
ufbcec	99:0:0:0:0:200:200:u3090
ufbced	99:0:0:0:0:200:200:u3091
ufbcee	99:0:0:0:0:200:200:u3092
ufbcef	99:0:0:0:0:200:200:u3093
ufbcf0	99:0:0:0:0:200:200:u3094
ufbcf1	99:0:0:0:0:200:200:u3095
ufbcf2	99:0:0:0:0:200:200:u3096
ufbcf3	99:0:0:0:0:200:200:u304b-u309a
ufbcf4	99:0:0:0:0:200:200:u304d-u309a
ufbcf5	99:0:0:0:0:200:200:u304f-u309a
ufbcf6	99:0:0:0:0:200:200:u3051-u309a
ufbcf7	99:0:0:0:0:200:200:u3053-u309a
ufbcf8	99:0:0:0:0:200:200:u30a1
ufbcf9	99:0:0:0:0:200:200:u30a2
ufbcfa	99:0:0:0:0:200:200:u30a3
ufbcfb	99:0:0:0:0:200:200:u30a4
ufbcfc	99:0:0:0:0:200:200:u30a5
ufbcfd	99:0:0:0:0:200:200:u30a6
ufbcfe	99:0:0:0:0:200:200:u30a7
ufbcff	99:0:0:0:0:200:200:u30a8
ufbd00	99:0:0:0:0:200:200:u30a9
ufbd01	99:0:0:0:0:200:200:u30aa
ufbd02	99:0:0:0:0:200:200:u30ab
ufbd03	99:0:0:0:0:200:200:u30ac
ufbd04	99:0:0:0:0:200:200:u30ad
ufbd05	99:0:0:0:0:200:200:u30ae
ufbd06	99:0:0:0:0:200:200:u30af
ufbd07	99:0:0:0:0:200:200:u30b0
ufbd08	99:0:0:0:0:200:200:u30b1
ufbd09	99:0:0:0:0:200:200:u30b2
ufbd0a	99:0:0:0:0:200:200:u30b3
ufbd0b	99:0:0:0:0:200:200:u30b4
ufbd0c	99:0:0:0:0:200:200:u30b5
ufbd0d	99:0:0:0:0:200:200:u30b6
ufbd0e	99:0:0:0:0:200:200:u30b7
ufbd0f	99:0:0:0:0:200:200:u30b8
ufbd10	99:0:0:0:0:200:200:u30b9
ufbd11	99:0:0:0:0:200:200:u30ba
ufbd12	99:0:0:0:0:200:200:u30bb
ufbd13	99:0:0:0:0:200:200:u30bc
ufbd14	99:0:0:0:0:200:200:u30bd
ufbd15	99:0:0:0:0:200:200:u30be
ufbd16	99:0:0:0:0:200:200:u30bf
ufbd17	99:0:0:0:0:200:200:u30c0
ufbd18	99:0:0:0:0:200:200:u30c1
ufbd19	99:0:0:0:0:200:200:u30c2
ufbd1a	99:0:0:0:0:200:200:u30c3
ufbd1b	99:0:0:0:0:200:200:u30c4
ufbd1c	99:0:0:0:0:200:200:u30c5
ufbd1d	99:0:0:0:0:200:200:u30c6
ufbd1e	99:0:0:0:0:200:200:u30c7
ufbd1f	99:0:0:0:0:200:200:u30c8
ufbd20	99:0:0:0:0:200:200:u30c9
ufbd21	99:0:0:0:0:200:200:u30ca
ufbd22	99:0:0:0:0:200:200:u30cb
ufbd23	99:0:0:0:0:200:200:u30cc
ufbd24	99:0:0:0:0:200:200:u30cd
ufbd25	99:0:0:0:0:200:200:u30ce
ufbd26	99:0:0:0:0:200:200:u30cf
ufbd27	99:0:0:0:0:200:200:u30d0
ufbd28	99:0:0:0:0:200:200:u30d1
ufbd29	99:0:0:0:0:200:200:u30d2
ufbd2a	99:0:0:0:0:200:200:u30d3
ufbd2b	99:0:0:0:0:200:200:u30d4
ufbd2c	99:0:0:0:0:200:200:u30d5
ufbd2d	99:0:0:0:0:200:200:u30d6
ufbd2e	99:0:0:0:0:200:200:u30d7
ufbd2f	99:0:0:0:0:200:200:u30d8
ufbd30	99:0:0:0:0:200:200:u30d9
ufbd31	99:0:0:0:0:200:200:u30da
ufbd32	99:0:0:0:0:200:200:u30db
ufbd33	99:0:0:0:0:200:200:u30dc
ufbd34	99:0:0:0:0:200:200:u30dd
ufbd35	99:0:0:0:0:200:200:u30de
ufbd36	99:0:0:0:0:200:200:u30df
ufbd37	99:0:0:0:0:200:200:u30e0
ufbd38	99:0:0:0:0:200:200:u30e1
ufbd39	99:0:0:0:0:200:200:u30e2
ufbd3a	99:0:0:0:0:200:200:u30e3
ufbd3b	99:0:0:0:0:200:200:u30e4
ufbd3c	99:0:0:0:0:200:200:u30e5
ufbd3d	99:0:0:0:0:200:200:u30e6
ufbd3e	99:0:0:0:0:200:200:u30e7
ufbd3f	99:0:0:0:0:200:200:u30e8
ufbd40	99:0:0:0:0:200:200:u30e9
ufbd41	99:0:0:0:0:200:200:u30ea
ufbd42	99:0:0:0:0:200:200:u30eb
ufbd43	99:0:0:0:0:200:200:u30ec
ufbd44	99:0:0:0:0:200:200:u30ed
ufbd45	99:0:0:0:0:200:200:u30ee
ufbd46	99:0:0:0:0:200:200:u30ef
ufbd47	99:0:0:0:0:200:200:u30f0
ufbd48	99:0:0:0:0:200:200:u30f1
ufbd49	99:0:0:0:0:200:200:u30f2
ufbd4a	99:0:0:0:0:200:200:u30f3
ufbd4b	99:0:0:0:0:200:200:u30f4
ufbd4c	99:0:0:0:0:200:200:u30f5
ufbd4d	99:0:0:0:0:200:200:u30f6
ufbd4e	99:0:0:0:0:200:200:u30ab-u309a
ufbd4f	99:0:0:0:0:200:200:u30ad-u309a
ufbd50	99:0:0:0:0:200:200:u30af-u309a
ufbd51	99:0:0:0:0:200:200:u30b1-u309a
ufbd52	99:0:0:0:0:200:200:u30b3-u309a
ufbd53	99:0:0:0:0:200:200:u30bb-u309a
ufbd54	99:0:0:0:0:200:200:u30c4-u309a
ufbd55	99:0:0:0:0:200:200:u30c8-u309a
ufbd56	99:0:0:0:0:200:200:u31f0
ufbd57	99:0:0:0:0:200:200:u31f1
ufbd58	99:0:0:0:0:200:200:u31f2
ufbd59	99:0:0:0:0:200:200:u31f3
ufbd5a	99:0:0:0:0:200:200:u31f4
ufbd5b	99:0:0:0:0:200:200:u31f5
ufbd5c	99:0:0:0:0:200:200:u31f6
ufbd5d	99:0:0:0:0:200:200:u31f7
ufbd5e	99:0:0:0:0:200:200:u31f8
ufbd5f	99:0:0:0:0:200:200:u31f9
ufbd60	99:0:0:0:0:200:200:u31f7-u309a
ufbd61	99:0:0:0:0:200:200:u31fa
ufbd62	99:0:0:0:0:200:200:u31fb
ufbd63	99:0:0:0:0:200:200:u31fc
ufbd64	99:0:0:0:0:200:200:u31fd
ufbd65	99:0:0:0:0:200:200:u31fe
ufbd66	99:0:0:0:0:200:200:u31ff
ufbd67	99:0:0:0:0:200:200:u30f7
ufbd68	99:0:0:0:0:200:200:u30f8
ufbd69	99:0:0:0:0:200:200:u30f9
ufbd6a	99:0:0:0:0:200:200:u30fa
ufbd6b	99:0:0:0:0:200:200:aj1-12269
ufbd6c	99:0:0:0:0:200:200:aj1-12271
ufbe08	99:0:0:0:0:200:200:u222e
ufbe09	99:0:0:0:0:200:200:u221f
ufbe0a	99:0:0:0:0:200:200:u22bf
ufbe29	99:0:0:0:0:200:200:u30a0
ufbe68	99:0:0:0:0:200:200:u309d
ufbe69	99:0:0:0:0:200:200:u309e
ufbe6a	99:0:0:0:0:200:200:u30fd
ufbe6b	99:0:0:0:0:200:200:u30fe
ufbe6c	99:0:0:0:0:200:200:u3003
ufbe6d	99:0:0:0:0:200:200:u3006
ufbe6e	99:0:0:0:0:200:200:u30fc-vert
ufbe6f	99:0:0:0:0:200:200:u30ff
ufbe70	99:0:0:0:0:200:200:u309f
ufbe71	99:0:0:0:0:200:200:u3041-vert
ufbe72	99:0:0:0:0:200:200:u3042
ufbe73	99:0:0:0:0:200:200:u3043-vert
ufbe74	99:0:0:0:0:200:200:u3044
ufbe75	99:0:0:0:0:200:200:u3045-vert
ufbe76	99:0:0:0:0:200:200:u3046
ufbe77	99:0:0:0:0:200:200:u3047-vert
ufbe78	99:0:0:0:0:200:200:u3048
ufbe79	99:0:0:0:0:200:200:u3049-vert
ufbe7a	99:0:0:0:0:200:200:u304a
ufbe7b	99:0:0:0:0:200:200:u304b
ufbe7c	99:0:0:0:0:200:200:u304c
ufbe7d	99:0:0:0:0:200:200:u304d
ufbe7e	99:0:0:0:0:200:200:u304e
ufbe7f	99:0:0:0:0:200:200:u304f
ufbe80	99:0:0:0:0:200:200:u3050
ufbe81	99:0:0:0:0:200:200:u3051
ufbe82	99:0:0:0:0:200:200:u3052
ufbe83	99:0:0:0:0:200:200:u3053
ufbe84	99:0:0:0:0:200:200:u3054
ufbe85	99:0:0:0:0:200:200:u3055
ufbe86	99:0:0:0:0:200:200:u3056
ufbe87	99:0:0:0:0:200:200:u3057
ufbe88	99:0:0:0:0:200:200:u3058
ufbe89	99:0:0:0:0:200:200:u3059
ufbe8a	99:0:0:0:0:200:200:u305a
ufbe8b	99:0:0:0:0:200:200:u305b
ufbe8c	99:0:0:0:0:200:200:u305c
ufbe8d	99:0:0:0:0:200:200:u305d
ufbe8e	99:0:0:0:0:200:200:u305e
ufbe8f	99:0:0:0:0:200:200:u305f
ufbe90	99:0:0:0:0:200:200:u3060
ufbe91	99:0:0:0:0:200:200:u3061
ufbe92	99:0:0:0:0:200:200:u3062
ufbe93	99:0:0:0:0:200:200:u3063-vert
ufbe94	99:0:0:0:0:200:200:u3064
ufbe95	99:0:0:0:0:200:200:u3065
ufbe96	99:0:0:0:0:200:200:u3066
ufbe97	99:0:0:0:0:200:200:u3067
ufbe98	99:0:0:0:0:200:200:u3068
ufbe99	99:0:0:0:0:200:200:u3069
ufbe9a	99:0:0:0:0:200:200:u306a
ufbe9b	99:0:0:0:0:200:200:u306b
ufbe9c	99:0:0:0:0:200:200:u306c
ufbe9d	99:0:0:0:0:200:200:u306d
ufbe9e	99:0:0:0:0:200:200:u306e
ufbe9f	99:0:0:0:0:200:200:u306f
ufbea0	99:0:0:0:0:200:200:u3070
ufbea1	99:0:0:0:0:200:200:u3071
ufbea2	99:0:0:0:0:200:200:u3072
ufbea3	99:0:0:0:0:200:200:u3073
ufbea4	99:0:0:0:0:200:200:u3074
ufbea5	99:0:0:0:0:200:200:u3075
ufbea6	99:0:0:0:0:200:200:u3076
ufbea7	99:0:0:0:0:200:200:u3077
ufbea8	99:0:0:0:0:200:200:u3078
ufbea9	99:0:0:0:0:200:200:u3079
ufbeaa	99:0:0:0:0:200:200:u307a
ufbeab	99:0:0:0:0:200:200:u307b
ufbeac	99:0:0:0:0:200:200:u307c
ufbead	99:0:0:0:0:200:200:u307d
ufbeae	99:0:0:0:0:200:200:u307e
ufbeaf	99:0:0:0:0:200:200:u307f
ufbeb0	99:0:0:0:0:200:200:u3080
ufbeb1	99:0:0:0:0:200:200:u3081
ufbeb2	99:0:0:0:0:200:200:u3082
ufbeb3	99:0:0:0:0:200:200:u3083-vert
ufbeb4	99:0:0:0:0:200:200:u3084
ufbeb5	99:0:0:0:0:200:200:u3085-vert
ufbeb6	99:0:0:0:0:200:200:u3086
ufbeb7	99:0:0:0:0:200:200:u3087-vert
ufbeb8	99:0:0:0:0:200:200:u3088
ufbeb9	99:0:0:0:0:200:200:u3089
ufbeba	99:0:0:0:0:200:200:u308a
ufbebb	99:0:0:0:0:200:200:u308b
ufbebc	99:0:0:0:0:200:200:u308c
ufbebd	99:0:0:0:0:200:200:u308d
ufbebe	99:0:0:0:0:200:200:u308e-vert
ufbebf	99:0:0:0:0:200:200:u308f
ufbec0	99:0:0:0:0:200:200:u3090
ufbec1	99:0:0:0:0:200:200:u3091
ufbec2	99:0:0:0:0:200:200:u3092
ufbec3	99:0:0:0:0:200:200:u3093
ufbec4	99:0:0:0:0:200:200:u3094
ufbec5	99:0:0:0:0:200:200:u3095-vert
ufbec6	99:0:0:0:0:200:200:u3096-vert
ufbec7	99:0:0:0:0:200:200:u304b-u309a
ufbec8	99:0:0:0:0:200:200:u304d-u309a
ufbec9	99:0:0:0:0:200:200:u304f-u309a
ufbeca	99:0:0:0:0:200:200:u3051-u309a
ufbecb	99:0:0:0:0:200:200:u3053-u309a
ufbecc	99:0:0:0:0:200:200:u30a1-vert
ufbecd	99:0:0:0:0:200:200:u30a2
ufbece	99:0:0:0:0:200:200:u30a3-vert
ufbecf	99:0:0:0:0:200:200:u30a4
ufbed0	99:0:0:0:0:200:200:u30a5-vert
ufbed1	99:0:0:0:0:200:200:u30a6
ufbed2	99:0:0:0:0:200:200:u30a7-vert
ufbed3	99:0:0:0:0:200:200:u30a8
ufbed4	99:0:0:0:0:200:200:u30a9-vert
ufbed5	99:0:0:0:0:200:200:u30aa
ufbed6	99:0:0:0:0:200:200:u30ab
ufbed7	99:0:0:0:0:200:200:u30ac
ufbed8	99:0:0:0:0:200:200:u30ad
ufbed9	99:0:0:0:0:200:200:u30ae
ufbeda	99:0:0:0:0:200:200:u30af
ufbedb	99:0:0:0:0:200:200:u30b0
ufbedc	99:0:0:0:0:200:200:u30b1
ufbedd	99:0:0:0:0:200:200:u30b2
ufbede	99:0:0:0:0:200:200:u30b3
ufbedf	99:0:0:0:0:200:200:u30b4
ufbee0	99:0:0:0:0:200:200:u30b5
ufbee1	99:0:0:0:0:200:200:u30b6
ufbee2	99:0:0:0:0:200:200:u30b7
ufbee3	99:0:0:0:0:200:200:u30b8
ufbee4	99:0:0:0:0:200:200:u30b9
ufbee5	99:0:0:0:0:200:200:u30ba
ufbee6	99:0:0:0:0:200:200:u30bb
ufbee7	99:0:0:0:0:200:200:u30bc
ufbee8	99:0:0:0:0:200:200:u30bd
ufbee9	99:0:0:0:0:200:200:u30be
ufbeea	99:0:0:0:0:200:200:u30bf
ufbeeb	99:0:0:0:0:200:200:u30c0
ufbeec	99:0:0:0:0:200:200:u30c1
ufbeed	99:0:0:0:0:200:200:u30c2
ufbeee	99:0:0:0:0:200:200:u30c3-vert
ufbeef	99:0:0:0:0:200:200:u30c4
ufbef0	99:0:0:0:0:200:200:u30c5
ufbef1	99:0:0:0:0:200:200:u30c6
ufbef2	99:0:0:0:0:200:200:u30c7
ufbef3	99:0:0:0:0:200:200:u30c8
ufbef4	99:0:0:0:0:200:200:u30c9
ufbef5	99:0:0:0:0:200:200:u30ca
ufbef6	99:0:0:0:0:200:200:u30cb
ufbef7	99:0:0:0:0:200:200:u30cc
ufbef8	99:0:0:0:0:200:200:u30cd
ufbef9	99:0:0:0:0:200:200:u30ce
ufbefa	99:0:0:0:0:200:200:u30cf
ufbefb	99:0:0:0:0:200:200:u30d0
ufbefc	99:0:0:0:0:200:200:u30d1
ufbefd	99:0:0:0:0:200:200:u30d2
ufbefe	99:0:0:0:0:200:200:u30d3
ufbeff	99:0:0:0:0:200:200:u30d4
ufbf00	99:0:0:0:0:200:200:u30d5
ufbf01	99:0:0:0:0:200:200:u30d6
ufbf02	99:0:0:0:0:200:200:u30d7
ufbf03	99:0:0:0:0:200:200:u30d8
ufbf04	99:0:0:0:0:200:200:u30d9
ufbf05	99:0:0:0:0:200:200:u30da
ufbf06	99:0:0:0:0:200:200:u30db
ufbf07	99:0:0:0:0:200:200:u30dc
ufbf08	99:0:0:0:0:200:200:u30dd
ufbf09	99:0:0:0:0:200:200:u30de
ufbf0a	99:0:0:0:0:200:200:u30df
ufbf0b	99:0:0:0:0:200:200:u30e0
ufbf0c	99:0:0:0:0:200:200:u30e1
ufbf0d	99:0:0:0:0:200:200:u30e2
ufbf0e	99:0:0:0:0:200:200:u30e3-vert
ufbf0f	99:0:0:0:0:200:200:u30e4
ufbf10	99:0:0:0:0:200:200:u30e5-vert
ufbf11	99:0:0:0:0:200:200:u30e6
ufbf12	99:0:0:0:0:200:200:u30e7-vert
ufbf13	99:0:0:0:0:200:200:u30e8
ufbf14	99:0:0:0:0:200:200:u30e9
ufbf15	99:0:0:0:0:200:200:u30ea
ufbf16	99:0:0:0:0:200:200:u30eb
ufbf17	99:0:0:0:0:200:200:u30ec
ufbf18	99:0:0:0:0:200:200:u30ed
ufbf19	99:0:0:0:0:200:200:u30ee-vert
ufbf1a	99:0:0:0:0:200:200:u30ef
ufbf1b	99:0:0:0:0:200:200:u30f0
ufbf1c	99:0:0:0:0:200:200:u30f1
ufbf1d	99:0:0:0:0:200:200:u30f2
ufbf1e	99:0:0:0:0:200:200:u30f3
ufbf1f	99:0:0:0:0:200:200:u30f4
ufbf20	99:0:0:0:0:200:200:u30f5-vert
ufbf21	99:0:0:0:0:200:200:u30f6-vert
ufbf22	99:0:0:0:0:200:200:u30ab-u309a
ufbf23	99:0:0:0:0:200:200:u30ad-u309a
ufbf24	99:0:0:0:0:200:200:u30af-u309a
ufbf25	99:0:0:0:0:200:200:u30b1-u309a
ufbf26	99:0:0:0:0:200:200:u30b3-u309a
ufbf27	99:0:0:0:0:200:200:u30bb-u309a
ufbf28	99:0:0:0:0:200:200:u30c4-u309a
ufbf29	99:0:0:0:0:200:200:u30c8-u309a
ufbf2a	99:0:0:0:0:200:200:u31f0-vert
ufbf2b	99:0:0:0:0:200:200:u31f1-vert
ufbf2c	99:0:0:0:0:200:200:u31f2-vert
ufbf2d	99:0:0:0:0:200:200:u31f3-vert
ufbf2e	99:0:0:0:0:200:200:u31f4-vert
ufbf2f	99:0:0:0:0:200:200:u31f5-vert
ufbf30	99:0:0:0:0:200:200:u31f6-vert
ufbf31	99:0:0:0:0:200:200:u31f7-vert
ufbf32	99:0:0:0:0:200:200:u31f8-vert
ufbf33	99:0:0:0:0:200:200:u31f9-vert
ufbf34	99:0:0:0:0:200:200:u31f7-u309a-vert
ufbf35	99:0:0:0:0:200:200:u31fa-vert
ufbf36	99:0:0:0:0:200:200:u31fb-vert
ufbf37	99:0:0:0:0:200:200:u31fc-vert
ufbf38	99:0:0:0:0:200:200:u31fd-vert
ufbf39	99:0:0:0:0:200:200:u31fe-vert
ufbf3a	99:0:0:0:0:200:200:u31ff-vert
ufbf3b	99:0:0:0:0:200:200:u30f7
ufbf3c	99:0:0:0:0:200:200:u30f8
ufbf3d	99:0:0:0:0:200:200:u30f9
ufbf3e	99:0:0:0:0:200:200:u30fa
ufbf3f	99:0:0:0:0:200:200:aj1-12270
ufbf40	99:0:0:0:0:200:200:aj1-12272
ufc01c	99:0:0:8:8:192:192:u25c9
ufc01d	99:0:0:8:8:192:192:u25cb
ufc01e	99:0:0:8:8:192:192:u304b-u309a
ufc01f	99:0:0:8:8:192:192:u304d-u309a
ufc020	99:0:0:8:8:192:192:u304f-u309a
ufc021	99:0:0:8:8:192:192:u3051-u309a
ufc022	99:0:0:8:8:192:192:u3053-u309a
ufc023	99:0:0:8:8:192:192:u30ab-u309a
ufc024	99:0:0:8:8:192:192:u30ad-u309a
ufc025	99:0:0:8:8:192:192:u30af-u309a
ufc026	99:0:0:8:8:192:192:u30b1-u309a
ufc027	99:0:0:8:8:192:192:u30b3-u309a
ufc028	99:0:0:8:8:192:192:u30bb-u309a
ufc029	99:0:0:8:8:192:192:u30c4-u309a
ufc02a	99:0:0:8:8:192:192:u30c8-u309a
ufc02b	99:0:0:8:8:192:192:u31f0
ufc02c	99:0:0:8:8:192:192:u31f1
ufc02d	99:0:0:8:8:192:192:u31f2
ufc02e	99:0:0:8:8:192:192:u31f3
ufc02f	99:0:0:8:8:192:192:u31f4
ufc030	99:0:0:8:8:192:192:u31f5
ufc031	99:0:0:8:8:192:192:u31f6
ufc032	99:0:0:8:8:192:192:u31f7
ufc033	99:0:0:8:8:192:192:u31f8
ufc034	99:0:0:8:8:192:192:u31f9
ufc035	99:0:0:8:8:192:192:u31f7-u309a
ufc036	99:0:0:8:8:192:192:u31fa
ufc037	99:0:0:8:8:192:192:u31fb
ufc038	99:0:0:8:8:192:192:u31fc
ufc039	99:0:0:8:8:192:192:u31fd
ufc03a	99:0:0:8:8:192:192:u31fe
ufc03b	99:0:0:8:8:192:192:u31ff
ufc03c	99:0:0:8:8:192:192:u30f7
ufc03d	99:0:0:8:8:192:192:u30f8
ufc03e	99:0:0:8:8:192:192:u30f9
ufc03f	99:0:0:8:8:192:192:u30fa
ufc040	99:0:0:8:8:192:192:aj1-12269
ufc041	99:0:0:8:8:192:192:aj1-12271
ufc042	99:0:0:8:8:192:192:u31f0-vert
ufc043	99:0:0:8:8:192:192:u31f1-vert
ufc044	99:0:0:8:8:192:192:u31f2-vert
ufc045	99:0:0:8:8:192:192:u31f3-vert
ufc046	99:0:0:8:8:192:192:u31f4-vert
ufc047	99:0:0:8:8:192:192:u31f5-vert
ufc048	99:0:0:8:8:192:192:u31f6-vert
ufc049	99:0:0:8:8:192:192:u31f7-vert
ufc04a	99:0:0:8:8:192:192:u31f8-vert
ufc04b	99:0:0:8:8:192:192:u31f9-vert
ufc04c	99:0:0:8:8:192:192:u31f7-u309a-vert
ufc04d	99:0:0:8:8:192:192:u31fa
ufc04e	99:0:0:8:8:192:192:u31fb
